"stockcode","description","quantity","revenue","profit"
"20964","POLYESTER FILLER PAD 60x40cm","2","5.1000","1.275000"
"20964","","2","0.0000","0.000000"
"20966","SANDWICH BATH SPONGE","719","1022.8000","255.700000"
"20966","","-193","0.0000","0.000000"
"20967","Amazon Adjustment","1","0.0000","0.000000"
"20967","GREY FLORAL FELTCRAFT SHOULDER BAG","266","1031.6900","257.922500"
"20967","","-77","0.0000","0.000000"
"20969","RED FLORAL FELTCRAFT SHOULDER BAG","1673","6256.8600","1564.215000"
"20970","PINK FLORAL FELTCRAFT SHOULDER BAG","1114","4224.6300","1056.157500"
"20971","PINK BLUE FELT CRAFT TRINKET BOX","8384","11059.3300","2764.832500"
"20972","PINK CREAM FELT CRAFT TRINKET BOX ","7338","9129.3100","2282.327500"
"20973","12 PENCIL SMALL TUBE WOODLAND","4502","3213.5200","803.380000"
"20973","","16","0.0000","0.000000"
"20974","12 PENCILS SMALL TUBE SKULL","6417","4164.0800","1041.020000"
"20975","12 PENCILS SMALL TUBE RED RETROSPOT","6520","4309.8200","1077.455000"
"20975","","-204","0.0000","0.000000"
"20977","36 PENCILS TUBE WOODLAND","1666","2237.3900","559.347500"
"20977","","-204","0.0000","0.000000"
"20978","36 PENCILS TUBE SKULLS","1783","2380.0500","595.012500"
"20979","36 PENCILS TUBE RED RETROSPOT","3579","4529.9800","1132.495000"
"20980","36 PENCILS TUBE POSY","70","65.6600","16.415000"
"20980","","-7","0.0000","0.000000"
"20981","12 PENCILS TALL TUBE WOODLAND","1957","1726.1200","431.530000"
"20982","12 PENCILS TALL TUBE SKULLS","2152","1881.5200","470.380000"
"20983","12 PENCILS TALL TUBE RED RETROSPOT","2739","2376.5100","594.127500"
"20984","12 PENCILS TALL TUBE POSY","3788","1166.9400","291.735000"
"20984","damaged","-46","0.0000","0.000000"
"20984","found","120","0.0000","0.000000"
"20984","","58","0.0000","0.000000"
"20985","HEART CALCULATOR","1167","1526.1600","381.540000"
"20986","BLUE CALCULATOR RULER","657","833.4900","208.372500"
"20992","JAZZ HEARTS PURSE NOTEBOOK","4451","1965.8100","491.452500"
"20996","JAZZ HEARTS ADDRESS BOOK","3194","727.4600","181.865000"
"20997","ROSE DU SUD CUSHION COVER ","59","257.6100","64.402500"
"20998","ROSE DU SUD OVEN GLOVE","185","505.2000","126.300000"
"20998","","-11","0.0000","0.000000"
"21000","ROSE DU SUD COSMETICS BAG","97","365.0900","91.272500"
"21000","","-41","0.0000","0.000000"
"21001","ROSE DU SUD WASHBAG ","74","354.1400","88.535000"
"21002","ROSE DU SUD DRAWSTRING BAG","125","428.6600","107.165000"
"21003","ROSE DU SUD CUSHION COVER","78","460.5800","115.145000"
"21009","ETCHED GLASS STAR TREE DECORATION","1","1.2500","0.312500"
"21009","","1","0.0000","0.000000"
"21011","GLITTER SNOW PEAR TREE DECORATION","20","29.0000","7.250000"
"21011","","-20","0.0000","0.000000"
"21012","ANTIQUE ALL GLASS CANDLESTICK","1168","2611.9500","652.987500"
"21014","check","-90","0.0000","0.000000"
"21014","SWISS CHALET TREE DECORATION ","1385","598.8200","149.705000"
"21015","DARK BIRD HOUSE TREE DECORATION","1481","588.9700","147.242500"
"21018","BIRD BOX CHRISTMAS TREE DECORATION","24","22.0600","5.515000"
"21018","damaged","-63","0.0000","0.000000"
"21025","SPACE FROG","174","233.5200","58.380000"
"21026","SPACE OWL","258","319.5000","79.875000"
"21027","NINJA RABBIT PINK","169","190.2900","47.572500"
"21027","","-16","0.0000","0.000000"
"21028","NINJA RABBIT BLACK","187","239.2400","59.810000"
"21030","SPACE CADET RED","141","172.2000","43.050000"
"21031","SPACE CADET BLACK","53","65.4900","16.372500"
"21032","SPACE CADET WHITE","98","119.0300","29.757500"
"21033","JUMBO BAG CHARLIE AND LOLA TOYS","1932","4852.0200","1213.005000"
"21033","taig adjust no stock","-24","0.0000","0.000000"
"21033","","-393","0.0000","0.000000"
"21034","REX CASH+CARRY JUMBO SHOPPER","1918","1822.1000","455.525000"
"21035","SET/2 RED RETROSPOT TEA TOWELS ","2403","7999.8500","1999.962500"
"21038","SET/4 MODERN VINTAGE COTTON NAPKINS","75","80.8500","20.212500"
"21038","","-6","0.0000","0.000000"
"21039","RED RETROSPOT SHOPPING BAG","511","1323.0900","330.772500"
"21040","MODERN VINTAGE COTTON SHOPPING BAG","22","29.7000","7.425000"
"21040","","-25","0.0000","0.000000"
"21041","RED RETROSPOT OVEN GLOVE DOUBLE","918","3900.7800","975.195000"
"21042","RED RETROSPOT APRON ","329","2171.0700","542.767500"
"21043","APRON MODERN VINTAGE COTTON","494","1143.7600","285.940000"
"21043","","-50","0.0000","0.000000"
"21051","found","240","0.0000","0.000000"
"21051","RIBBONS PURSE ","192","377.2000","94.300000"
"21051","","-27","0.0000","0.000000"
"21054","NURSE'S BAG SOFT TOY","70","634.5300","158.632500"
"21054","","-29","0.0000","0.000000"
"21055","TOOL BOX SOFT TOY ","174","1728.8400","432.210000"
"21056","DOCTOR'S BAG SOFT TOY","182","1747.5000","436.875000"
"21058","PARTY INVITES WOODLAND","1145","958.0100","239.502500"
"21059","PARTY INVITES DINOSAURS","599","518.0300","129.507500"
"21060","PARTY INVITES BALLOON GIRL","405","359.2900","89.822500"
"21061","PARTY INVITES FOOTBALL","488","451.7000","112.925000"
"21062","PARTY INVITES SPACEMAN","539","458.2300","114.557500"
"21063","PARTY INVITES JAZZ HEARTS","528","458.3100","114.577500"
"21064","BOOM BOX SPEAKER BOYS","301","1301.5500","325.387500"
"21065","BOOM BOX SPEAKER GIRLS","564","1172.4800","293.120000"
"21066","VINTAGE RED MUG","691","679.7200","169.930000"
"21067","VINTAGE RED TEATIME MUG","292","477.2700","119.317500"
"21067","","-34","0.0000","0.000000"
"21068","VINTAGE BILLBOARD LOVE/HATE MUG","1596","1844.6700","461.167500"
"21069","VINTAGE BILLBOARD TEA MUG","1249","1508.7100","377.177500"
"21069","","6","0.0000","0.000000"
"21070","VINTAGE BILLBOARD MUG ","1107","1186.2300","296.557500"
"21071","check","-82","0.0000","0.000000"
"21071","VINTAGE BILLBOARD DRINK ME MUG","989","1378.9200","344.730000"
"21071","","1","0.0000","0.000000"
"21078","SET/20 STRAWBERRY PAPER NAPKINS ","2780","2540.3900","635.097500"
"21078","","-207","0.0000","0.000000"
"21080","SET/20 RED RETROSPOT PAPER NAPKINS ","13195","11304.9100","2826.227500"
"21082","found","3","0.0000","0.000000"
"21082","SET/20 FRUIT SALAD PAPER NAPKINS ","88","143.4400","35.860000"
"21084","SET/6 COLLAGE PAPER CUPS","2586","768.5800","192.145000"
"21086","SET/6 RED SPOTTY PAPER CUPS","7137","4861.9000","1215.475000"
"21087","SET/6 POSIES PAPER CUPS","141","74.5700","18.642500"
"21087","","-13","0.0000","0.000000"
"21088","SET/6 FRUIT SALAD PAPER CUPS","1666","426.0000","106.500000"
"21089","damaged","-7","0.0000","0.000000"
"21089","SET/6 GREEN SPRING PAPER CUPS","233","48.9900","12.247500"
"21090","SET/6 COLLAGE PAPER PLATES","2385","1264.1900","316.047500"
"21090","WET/MOULDY","-192","0.0000","0.000000"
"21094","SET/6 RED SPOTTY PAPER PLATES","8758","6933.2600","1733.315000"
"21095","SET/6 POSIES PAPER PLATES","125","118.7300","29.682500"
"21095","","55","0.0000","0.000000"
"21096","SET/6 FRUIT SALAD  PAPER PLATES","1259","581.0900","145.272500"
"21098","CHRISTMAS TOILET ROLL","3692","5051.8500","1262.962500"
"21098","damages?","-231","0.0000","0.000000"
"21098","had been put aside","108","0.0000","0.000000"
"21098","","-110","0.0000","0.000000"
"21100","CHARLIE AND LOLA CHARLOTTE BAG","65","162.2100","40.552500"
"21100","Damaged","-6","0.0000","0.000000"
"21106","CREAM SLICE FLANNEL CHOCOLATE SPOT ","237","702.5100","175.627500"
"21107","CREAM SLICE FLANNEL PINK SPOT ","904","2501.5600","625.390000"
"21108","FAIRY CAKE FLANNEL ASSORTED COLOUR","7103","11477.8600","2869.465000"
"21109","LARGE CAKE TOWEL CHOCOLATE SPOTS","926","2663.6200","665.905000"
"21109","LARGE CAKE TOWEL, CHOCOLATE SPOTS","11","101.5300","25.382500"
"21109","wet","-48","0.0000","0.000000"
"21110","LARGE CAKE TOWEL PINK SPOTS","1104","3808.9500","952.237500"
"21110","","-151","0.0000","0.000000"
"21111","SWISS ROLL TOWEL, CHOCOLATE  SPOTS","901","1652.2700","413.067500"
"21112","SWISS ROLL TOWEL PINK  SPOTS","706","1913.6900","478.422500"
"21112","SWISS ROLL TOWEL, PINK  SPOTS","653","971.4400","242.860000"
"21114","LAVENDER SCENTED FABRIC HEART","1356","1796.8300","449.207500"
"21115","ROSE CARAVAN DOORSTOP","566","3174.8400","793.710000"
"21116","OWL DOORSTOP","707","4051.7900","1012.947500"
"21116","","-33","0.0000","0.000000"
"21117","BLOND DOLL DOORSTOP","115","149.2500","37.312500"
"21120","*Boombox Ipod Classic","1","16.9800","4.245000"
"21120","","-6","0.0000","0.000000"
"21121","SET/10 RED POLKADOT PARTY CANDLES","6538","7913.8500","1978.462500"
"21122","SET/10 PINK POLKADOT PARTY CANDLES","5282","6434.7900","1608.697500"
"21123","SET/10 IVORY POLKADOT PARTY CANDLES","1121","1353.3400","338.335000"
"21124","SET/10 BLUE POLKADOT PARTY CANDLES","3966","4806.8000","1201.700000"
"21125","SET 6 FOOTBALL CELEBRATION CANDLES","658","832.2300","208.057500"
"21126","SET OF 6 GIRLS CELEBRATION CANDLES","593","750.2000","187.550000"
"21128","GOLD FISHING GNOME","68","546.6000","136.650000"
"21129","SILVER FISHING GNOME ","50","405.6200","101.405000"
"21131","GOLD STANDING GNOME","106","398.0200","99.505000"
"21132","SILVER STANDING GNOME   ","44","217.3600","54.340000"
"21134","","1","0.0000","0.000000"
"21135","sold as set on dotcom","-304","0.0000","0.000000"
"21135","VICTORIAN  METAL POSTCARD SPRING","2574","3078.9700","769.742500"
"21135","wet rusty","-1152","0.0000","0.000000"
"21136","PAINTED METAL PEARS ASSORTED","4700","7815.1100","1953.777500"
"21136","sold as set on dotcom","-272","0.0000","0.000000"
"21137","BLACK RECORD COVER FRAME","11641","40596.9600","10149.240000"
"21137","","-25","0.0000","0.000000"
"21143","ANTIQUE GLASS HEART DECORATION ","326","705.2800","176.320000"
"21143","","-17","0.0000","0.000000"
"21144","PINK POODLE HANGING DECORATION ","-7","12.2400","3.060000"
"21144","","-63","0.0000","0.000000"
"21145","ANTIQUE GLASS PLACE SETTING","122","152.5000","38.125000"
"21145","","43","0.0000","0.000000"
"21147","?","-95","0.0000","0.000000"
"21147","found","72","0.0000","0.000000"
"21147","JINGLE BELLS TREE DECORATION","203","415.7700","103.942500"
"21147","","-5","0.0000","0.000000"
"21154","RED RETROSPOT OVEN GLOVE ","3823","6094.7600","1523.690000"
"21155","RED RETROSPOT PEG BAG","2919","8790.8000","2197.700000"
"21156","RETROSPOT CHILDRENS APRON","3132","6017.0000","1504.250000"
"21157","RED RETROSPOT WASHBAG","79","227.6000","56.900000"
"21158","MOODY GIRL DOOR HANGER ","1450","774.4600","193.615000"
"21159","damaged","-40","0.0000","0.000000"
"21159","MOODY BOY  DOOR HANGER ","1127","602.1800","150.545000"
"21160","KEEP OUT GIRLS DOOR HANGER ","1","3.3600","0.840000"
"21160","","-7","0.0000","0.000000"
"21161","KEEP OUT BOYS DOOR HANGER ","144","231.3700","57.842500"
"21161","","-168","0.0000","0.000000"
"21162","TOXIC AREA  DOOR HANGER ","1465","794.1500","198.537500"
"21163","DO NOT TOUCH MY STUFF DOOR HANGER ","1200","683.3700","170.842500"
"21163","","-70","0.0000","0.000000"
"21164","HOME SWEET HOME METAL SIGN ","1762","5144.1800","1286.045000"
"21165","BEWARE OF THE CAT METAL SIGN ","4144","6918.8000","1729.700000"
"21165","check","-28","0.0000","0.000000"
"21165","","-46","0.0000","0.000000"
"21166","?","-124","0.0000","0.000000"
"21166","COOK WITH WINE METAL SIGN ","10277","20796.5400","5199.135000"
"21167","WHITE SAGE INCENSE","1382","326.6400","81.660000"
"21169","YOU'RE CONFUSING ME METAL SIGN ","4406","7291.1400","1822.785000"
"21169","","-70","0.0000","0.000000"
"21171","BATHROOM METAL SIGN ","438","613.1400","153.285000"
"21171","","-30","0.0000","0.000000"
"21172","PARTY METAL SIGN ","3478","5327.0300","1331.757500"
"21172","","-90","0.0000","0.000000"
"21174","found","71","0.0000","0.000000"
"21174","POTTERING IN THE SHED METAL SIGN","4179","9413.8200","2353.455000"
"21174","","-75","0.0000","0.000000"
"21175","GIN + TONIC DIET METAL SIGN","9697","22061.2400","5515.310000"
"21175","GIN AND TONIC DIET METAL SIGN","498","1237.5000","309.375000"
"21175","","-18","0.0000","0.000000"
"21179","damaged","-14","0.0000","0.000000"
"21179","NO JUNK MAIL METAL SIGN","1930","1310.7500","327.687500"
"21179","","-60","0.0000","0.000000"
"21181","adjustment","190","0.0000","0.000000"
"21181","check","-54","0.0000","0.000000"
"21181","dotcom","20","0.0000","0.000000"
"21181","on cargo order","192","0.0000","0.000000"
"21181","PLEASE ONE PERSON METAL SIGN","12218","25120.8800","6280.220000"
"21181","","10","0.0000","0.000000"
"21186","WHITE DOVE HONEYCOMB PAPER GARLAND","2","6.7200","1.680000"
"21186","","2","0.0000","0.000000"
"21187","WHITE BELL HONEYCOMB PAPER GARLAND ","371","651.7500","162.937500"
"21187","","-97","0.0000","0.000000"
"21188","3D HEARTS  HONEYCOMB PAPER GARLAND","326","1021.9000","255.475000"
"21189","WHITE HONEYCOMB PAPER GARLAND ","355","888.6700","222.167500"
"21190","PINK HEARTS PAPER GARLAND","118","172.7000","43.175000"
"21190","","-32","0.0000","0.000000"
"21191","LARGE WHITE HONEYCOMB PAPER BELL  ","562","1451.8200","362.955000"
"21192","check","-164","0.0000","0.000000"
"21192","WHITE BELL HONEYCOMB PAPER ","1093","1924.9400","481.235000"
"21192","wrongly marked","48","0.0000","0.000000"
"21194","PINK  HONEYCOMB PAPER FAN","489","551.5700","137.892500"
"21195","PINK  HONEYCOMB PAPER BALL ","693","1308.5600","327.140000"
"21195","","-31","0.0000","0.000000"
"21196","ROUND WHITE CONFETTI IN TUBE","108","189.6800","47.420000"
"21197","MULTICOLOUR  CONFETTI IN TUBE","263","348.3100","87.077500"
"21198","WHITE HEART CONFETTI IN TUBE","957","948.7100","237.177500"
"21199","PINK  HEART CONFETTI IN TUBE","918","868.1700","217.042500"
"21200","MULTICOLOUR HONEYCOMB PAPER GARLAND","1119","1531.1400","382.785000"
"21201","???","-390","0.0000","0.000000"
"21201","TROPICAL  HONEYCOMB PAPER GARLAND ","1239","2985.2700","746.317500"
"21202","DOLLY HONEYCOMB GARLAND","475","487.1100","121.777500"
"21204","DAISIES  HONEYCOMB GARLAND ","499","868.4400","217.110000"
"21205","MULTICOLOUR 3D BALLS GARLAND","233","626.1900","156.547500"
"21206","STRAWBERRY HONEYCOMB  GARLAND ","1288","1607.6200","401.905000"
"21207","SKULL AND CROSSBONES  GARLAND ","1068","1686.5000","421.625000"
"21208","PASTEL COLOUR HONEYCOMB FAN","904","681.7800","170.445000"
"21209","MULTICOLOUR HONEYCOMB FAN","1205","877.9100","219.477500"
"21210","SET OF 72 RETROSPOT PAPER  DOILIES","5679","8200.5400","2050.135000"
"21210","","-177","0.0000","0.000000"
"21211","SET OF 72 SKULL PAPER  DOILIES","884","1271.5200","317.880000"
"21212","PACK OF 72 RETROSPOT CAKE CASES","36039","21059.7200","5264.930000"
"21213","PACK OF 72 SKULL CAKE CASES","15128","8392.0400","2098.010000"
"21215","IVORY PAPER CUP CAKE CASES ","1089","745.4500","186.362500"
"21216","SET 3 RETROSPOT TEA,COFFEE,SUGAR","2117","11329.0600","2832.265000"
"21217","RED RETROSPOT ROUND CAKE TINS","1080","11442.8400","2860.710000"
"21218","RED SPOTTY BISCUIT TIN","2384","9951.2400","2487.810000"
"21219","SET/4 BADGES BALLOON GIRL","448","561.8400","140.460000"
"21220","SET/4 BADGES DOGS","348","457.5100","114.377500"
"21221","SET/4 BADGES CUTE CREATURES","261","340.2200","85.055000"
"21222","SET/4 BADGES BEETLES","269","353.1900","88.297500"
"21224","SET/4 SKULL BADGES","902","1065.0000","266.250000"
"21226","POCKET MIRROR WOODLAND","94","81.8000","20.450000"
"21228","POCKET MIRROR GLAMOROUS","5","6.2500","1.562500"
"21228","","-7","0.0000","0.000000"
"21231","SWEETHEART CERAMIC TRINKET BOX","5906","7440.4500","1860.112500"
"21232","STRAWBERRY CERAMIC TRINKET BOX","10121","13714.3300","3428.582500"
"21232","STRAWBERRY CERAMIC TRINKET POT","1349","2106.2200","526.555000"
"21238","RED RETROSPOT CUP","3918","3445.2200","861.305000"
"21239","PINK  POLKADOT CUP","2997","2691.1900","672.797500"
"21240","BLUE POLKADOT CUP","3537","3082.4700","770.617500"
"21242","RED RETROSPOT PLATE ","3341","5645.6300","1411.407500"
"21243","PINK  POLKADOT PLATE ","2057","3436.0800","859.020000"
"21243","PINK POLKADOT PLATE ","220","377.5600","94.390000"
"21244","BLUE POLKADOT PLATE ","2267","3763.9700","940.992500"
"21244","","-33","0.0000","0.000000"
"21245","GREEN POLKADOT PLATE ","1078","1792.2700","448.067500"
"21246","damaged","-2","0.0000","0.000000"
"21246","RED RETROSPOT BIG BOWL","284","1326.8800","331.720000"
"21246","","-92","0.0000","0.000000"
"21248","DOOR HANGER  MUM + DADS ROOM","204","329.2700","82.317500"
"21248","","-18","0.0000","0.000000"
"21249","WOODLAND  HEIGHT CHART STICKERS ","724","2160.0000","540.000000"
"21250","SET OF SKULL WALL STICKERS","95","274.3700","68.592500"
"21251","DINOSAUR HEIGHT CHART STICKER SET","182","568.9800","142.245000"
"21253","SET OF PICTURE FRAME  STICKERS","135","593.3700","148.342500"
"21257","?","-94","0.0000","0.000000"
"21257","VICTORIAN SEWING BOX MEDIUM","677","6820.9700","1705.242500"
"21257","","7","0.0000","0.000000"
"21258","?","-29","0.0000","0.000000"
"21258","VICTORIAN SEWING BOX LARGE","474","6995.0500","1748.762500"
"21258","","7","0.0000","0.000000"
"21259","VICTORIAN SEWING BOX SMALL ","1168","7014.7500","1753.687500"
"21259","","-51","0.0000","0.000000"
"21260","FIRST AID TIN","1118","3582.4800","895.620000"
"21261","GREEN GOOSE FEATHER CHRISTMAS TREE ","187","672.0900","168.022500"
"21262","WHITE GOOSE FEATHER CHRISTMAS TREE ","330","1185.3100","296.327500"
"21263","GREEN GOOSE FEATHER TREE 60CM","169","353.0700","88.267500"
"21264","WHITE GOOSE FEATHER TREE 60CM ","277","559.9500","139.987500"
"21265","PINK GOOSE FEATHER TREE 60CM","131","267.2100","66.802500"
"21268","VINTAGE BLUE TINSEL REEL","2","0.8400","0.210000"
"21269","ANTIQUE CREAM CUTLERY SHELF ","29","254.9800","63.745000"
"21269","","13","0.0000","0.000000"
"21270","ANTIQUE CREAM CUTLERY CUPBOARD","50","530.1900","132.547500"
"21272","?","-212","0.0000","0.000000"
"21272","SALLE DE BAIN HOOK","551","781.3200","195.330000"
"21272","","18","0.0000","0.000000"
"21274","","-3","0.0000","0.000000"
"21275","?","-30","0.0000","0.000000"
"21275","ZINC TOP  2 DOOR WOODEN SHELF ","8","193.3300","48.332500"
"21275","","-2","0.0000","0.000000"
"21277","FRENCH STYLE EMBOSSED HEART CABINET","24","527.5300","131.882500"
"21278","VINTAGE KITCHEN PRINT PUDDINGS","43","109.6500","27.412500"
"21278","","16","0.0000","0.000000"
"21279","VINTAGE KITCHEN PRINT FRUITS","82","258.5000","64.625000"
"21279","","14","0.0000","0.000000"
"21280","VINTAGE KITCHEN PRINT VEGETABLES","65","165.7500","41.437500"
"21281","VINTAGE KITCHEN PRINT SEAFOOD","43","129.6300","32.407500"
"21281","","-31","0.0000","0.000000"
"21282","","-1","0.0000","0.000000"
"21283","","-15","0.0000","0.000000"
"21284","RETROSPOT CANDLE  SMALL","368","345.8200","86.455000"
"21285","RETROSPOT CANDLE  MEDIUM","341","398.2800","99.570000"
"21286","RETROSPOT CANDLE  LARGE","273","362.1200","90.530000"
"21287","SCENTED VELVET LOUNGE CANDLE ","1790","760.1500","190.037500"
"21288","STRIPEY CHOCOLATE NESTING BOXES","334","1009.0600","252.265000"
"21288","","-22","0.0000","0.000000"
"21289","LARGE STRIPES CHOCOLATE GIFT BAG","547","683.7500","170.937500"
"21291","SMALL POLKADOT CHOCOLATE GIFT BAG ","943","819.6400","204.910000"
"21292","SMALL STRIPES CHOCOLATE GIFT BAG ","867","594.5100","148.627500"
"21293","MIRRORED DOVE WALL DECORATION","116","276.7200","69.180000"
"21294","damaged","-227","0.0000","0.000000"
"21294","ETCHED GLASS COASTER","1618","825.4900","206.372500"
"21294","","92","0.0000","0.000000"
"21306","SET/4 DAISY MIRROR MAGNETS","476","185.7100","46.427500"
"21307","SET/4 BUTTERFLY MIRROR MAGNETS","79","39.2000","9.800000"
"21310","CAPIZ CHANDELIER","1","29.9500","7.487500"
"21311","SET/4 BIRD MIRROR MAGNETS ","458","181.0400","45.260000"
"21311","","-21","0.0000","0.000000"
"21313","GLASS HEART T-LIGHT HOLDER ","3305","2882.9000","720.725000"
"21314","SMALL GLASS HEART TRINKET POT","4113","9541.4300","2385.357500"
"21316","SMALL CHUNKY GLASS ROMAN  BOWL","159","214.7300","53.682500"
"21316","","-5","0.0000","0.000000"
"21317","GLASS SPHERE CANDLE STAND MEDIUM","111","684.5800","171.145000"
"21318","GLASS CHALICE BLUE SMALL ","679","408.3700","102.092500"
"21318","","-62","0.0000","0.000000"
