stockcode,description,quantity,revenue,profit,inventorydays,status
20827,GOLD APERITIF GLASS,88,34.32,8.58,49.77272727272727,Normal
20828,GLITTER BUTTERFLY CLIPS,1130,3079.88,769.97,3.8761061946902653,Normal
20829,GLITTER HANGING BUTTERFLY STRING,1195,2519.79,629.9475,3.6652719665271967,Normal
20830,SILVER PHOTO FRAME,135,407.73,101.9325,32.44444444444444,Normal
20831,GOLD PHOTO FRAME,216,466.53,116.6325,20.27777777777778,Normal
20832,check,110,0.0,0.0,39.81818181818182,Normal
20832,RED FLOCK LOVE HEART PHOTO FRAME,1090,581.18,145.295,4.018348623853211,Normal
20835,FRENCH LATTICE CUSHION COVER ,67,65.8,16.45,65.37313432835822,Low
20836,FRENCH PAISLEY CUSHION COVER,158,131.14,32.785,27.721518987341774,Normal
20837,FRENCH FLORAL CUSHION COVER ,141,142.47,35.6175,31.06382978723404,Normal
20838,FRENCH LATTICE CUSHION COVER ,373,451.25,112.8125,11.742627345844504,Normal
20839,damages,-80,0.0,0.0,-54.75,Normal
20839,FRENCH PAISLEY CUSHION COVER ,575,840.44,210.11,7.6173913043478265,Normal
20840,damages,-30,0.0,0.0,-146.0,Normal
20840,FRENCH FLORAL CUSHION COVER ,521,622.12,155.53,8.406909788867562,Normal
20845,ZINC HEART LATTICE 2 WALL PLANTER,19,120.65,30.1625,230.5263157894737,Low
20846,ZINC HEART LATTICE T-LIGHT HOLDER,717,958.57,239.6425,6.108786610878661,Normal
20847,ZINC HEART LATTICE CHARGER LARGE,52,217.58,54.395,84.23076923076924,Low
20848,ZINC HEART LATTICE CHARGER SMALL,21,61.95,15.4875,208.57142857142858,Low
20849,,1,0.0,0.0,4380.0,Low
20850,,-3,0.0,0.0,-1460.0,Normal
20851,ZINC HEART LATTICE TRAY OVAL ,9,53.55,13.3875,486.6666666666667,Low
20851,,1,0.0,0.0,4380.0,Low
20854,BLUE PATCH PURSE PINK HEART,230,363.22,90.805,19.043478260869563,Normal
20854,,-82,0.0,0.0,-53.41463414634146,Normal
20856,??,-140,0.0,0.0,-31.28571428571429,Normal
20856,DENIM PATCH PURSE PINK BUTTERFLY,206,340.79,85.1975,21.262135922330096,Normal
20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,17,28.05,7.0125,257.6470588235294,Low
20857,,-34,0.0,0.0,-128.8235294117647,Normal
20860,GOLD COSMETICS BAG WITH BUTTERFLY,1,2.1,0.525,4380.0,Low
20860,,-7,0.0,0.0,-625.7142857142857,Normal
20861,GOLD COSMETIC BAG PINK STAR,2,4.2,1.05,2190.0,Low
20863,,-6,0.0,0.0,-730.0,Normal
20864,,-1,0.0,0.0,-4380.0,Normal
20866,?,-230,0.0,0.0,-19.043478260869563,Normal
20866,BLUE ROSE FABRIC MIRROR,478,583.75,145.9375,9.163179916317992,Normal
20867,?,-271,0.0,0.0,-16.16236162361624,Normal
20867,PINK ROSE FABRIC MIRROR,331,393.47,98.3675,13.232628398791542,Normal
20868,SILVER FABRIC MIRROR,458,219.35,54.8375,9.563318777292578,Normal
20869,GOLD FABRIC MIRROR,180,86.76,21.69,24.333333333333332,Normal
20871,OPULENT VELVET SET/3 CANDLES,2,8.42,2.105,2190.0,Low
20878,SET/9 CHRISTMAS T-LIGHTS SCENTED ,25,31.25,7.8125,175.2,Low
20878,,2,0.0,0.0,2190.0,Low
20886,BOX OF 9 PEBBLE CANDLES,480,976.48,244.12,9.125,Normal
20886,,-55,0.0,0.0,-79.63636363636364,Normal
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,4,89.22,22.305,1095.0,Low
20892,,-34,0.0,0.0,-128.8235294117647,Normal
20893,damages,-55,0.0,0.0,-79.63636363636364,Normal
20893,damages/display,-197,0.0,0.0,-22.233502538071065,Normal
20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,233,535.97,133.9925,18.798283261802574,Normal
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,33,108.71,27.1775,132.72727272727272,Low
20896,,-5,0.0,0.0,-876.0,Normal
20897,VINTAGE NOTEBOOK PARIS DAYS,95,262.87,65.7175,46.10526315789473,Normal
20898,check,-10,0.0,0.0,-438.0,Normal
20898,VINTAGE NOTEBOOK TRAVELOGUE,32,88.03,22.0075,136.875,Low
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,18,78.78,19.695,243.33333333333334,Low
20902,check,-3,0.0,0.0,-1460.0,Normal
20902,VINTAGE KEEPSAKE BOX PARIS DAYS,112,686.86,171.715,39.107142857142854,Normal
20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,82,441.89,110.4725,53.41463414634146,Low
20903,,-33,0.0,0.0,-132.72727272727272,Normal
20906,VINTAGE NOTEBOOK BEAUTY GIRL,3,8.85,2.2125,1460.0,Low
20906,,-21,0.0,0.0,-208.57142857142858,Normal
20910,VINTAGE PHOTO ALBUM PARIS DAYS,8,50.8,12.7,547.5,Low
20910,,-1,0.0,0.0,-4380.0,Normal
20914,SET/5 RED RETROSPOT LID GLASS BOWLS,5977,17354.95,4338.7375,0.7328091015559646,Normal
20914,SET/5 RED SPOTTY LID GLASS BOWLS,288,734.4,183.6,15.208333333333334,Normal
20931,BLUE POT PLANT CANDLE ,284,1015.85,253.9625,15.422535211267604,Normal
20932,PINK POT PLANT CANDLE,194,599.29,149.8225,22.577319587628864,Normal
20933,YELLOW POT PLANT CANDLE,23,71.05,17.7625,190.43478260869566,Low
20933,,-3,0.0,0.0,-1460.0,Normal
20934,SET/3 POT PLANT CANDLES,54,349.16,87.29,81.11111111111111,Low
20934,,-15,0.0,0.0,-292.0,Normal
20935,ROUND CACTUS CANDLE,6,17.7,4.425,730.0,Low
20936,FORKED CACTUS CANDLE,99,316.71,79.1775,44.24242424242424,Normal
20941,FROG CANDLE,62,81.28,20.32,70.64516129032258,Low
20941,,-4,0.0,0.0,-1095.0,Normal
20950,,1,0.0,0.0,4380.0,Low
20954,*USB Office Mirror Ball,2,16.94,4.235,2190.0,Low
20954,,-2,0.0,0.0,-2190.0,Normal
20956,?,-723,0.0,0.0,-6.058091286307054,Normal
20956,check,-152,0.0,0.0,-28.815789473684212,Normal
20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,819,1142.77,285.6925,5.347985347985348,Normal
20956,,288,0.0,0.0,15.208333333333334,Normal
20957,PORCELAIN HANGING BELL SMALL,-1,-1.45,-0.3625,-4380.0,Normal
20960,WATERMELON BATH SPONGE,29,72.49,18.1225,151.0344827586207,Low
20961,STRAWBERRY BATH SPONGE ,1185,1686.68,421.67,3.6962025316455698,Normal
20963,APPLE BATH SPONGE,1338,1913.67,478.4175,3.273542600896861,Normal
20964,POLYESTER FILLER PAD 60x40cm,2,5.1,1.275,2190.0,Low
20964,,2,0.0,0.0,2190.0,Low
20966,SANDWICH BATH SPONGE,719,1022.8,255.7,6.0917941585535464,Normal
20966,,-193,0.0,0.0,-22.694300518134717,Normal
20967,Amazon Adjustment,1,0.0,0.0,4380.0,Low
20967,GREY FLORAL FELTCRAFT SHOULDER BAG,266,1031.69,257.9225,16.466165413533833,Normal
20967,,-77,0.0,0.0,-56.883116883116884,Normal
20969,RED FLORAL FELTCRAFT SHOULDER BAG,1673,6256.86,1564.215,2.6180514046622836,Normal
20970,PINK FLORAL FELTCRAFT SHOULDER BAG,1114,4224.63,1056.1575,3.931777378815081,Normal
20971,PINK BLUE FELT CRAFT TRINKET BOX,8384,11059.33,2764.8325,0.5224236641221375,Normal
20972,PINK CREAM FELT CRAFT TRINKET BOX ,7338,9129.31,2282.3275,0.5968928863450531,Normal
20973,12 PENCIL SMALL TUBE WOODLAND,4502,3213.52,803.38,0.9729009329187027,Normal
20973,,16,0.0,0.0,273.75,Low
20974,12 PENCILS SMALL TUBE SKULL,6417,4164.08,1041.02,0.6825619448340347,Normal
20975,12 PENCILS SMALL TUBE RED RETROSPOT,6520,4309.82,1077.455,0.6717791411042945,Normal
20975,,-204,0.0,0.0,-21.470588235294116,Normal
20977,36 PENCILS TUBE WOODLAND,1666,2237.39,559.3475,2.629051620648259,Normal
20977,,-204,0.0,0.0,-21.470588235294116,Normal
20978,36 PENCILS TUBE SKULLS,1783,2380.05,595.0125,2.4565339315759953,Normal
20979,36 PENCILS TUBE RED RETROSPOT,3579,4529.98,1132.495,1.2238055322715842,Normal
20980,36 PENCILS TUBE POSY,70,65.66,16.415,62.57142857142858,Low
20980,,-7,0.0,0.0,-625.7142857142857,Normal
20981,12 PENCILS TALL TUBE WOODLAND,1957,1726.12,431.53,2.238119570771589,Normal
20982,12 PENCILS TALL TUBE SKULLS,2152,1881.52,470.38,2.0353159851301115,Normal
20983,12 PENCILS TALL TUBE RED RETROSPOT,2739,2376.51,594.1275,1.5991237677984667,Normal
20984,12 PENCILS TALL TUBE POSY,3788,1166.94,291.735,1.1562829989440337,Normal
20984,damaged,-46,0.0,0.0,-95.21739130434783,Normal
20984,found,120,0.0,0.0,36.5,Normal
20984,,58,0.0,0.0,75.51724137931035,Low
20985,HEART CALCULATOR,1167,1526.16,381.54,3.7532133676092543,Normal
20986,BLUE CALCULATOR RULER,657,833.49,208.3725,6.666666666666667,Normal
20992,JAZZ HEARTS PURSE NOTEBOOK,4451,1965.81,491.4525,0.9840485284205795,Normal
20996,JAZZ HEARTS ADDRESS BOOK,3194,727.46,181.865,1.3713212273011897,Normal
20997,ROSE DU SUD CUSHION COVER ,59,257.61,64.4025,74.23728813559322,Low
20998,ROSE DU SUD OVEN GLOVE,185,505.2,126.3,23.675675675675677,Normal
20998,,-11,0.0,0.0,-398.1818181818182,Normal
21000,ROSE DU SUD COSMETICS BAG,97,365.09,91.2725,45.15463917525773,Normal
21000,,-41,0.0,0.0,-106.82926829268293,Normal
21001,ROSE DU SUD WASHBAG ,74,354.14,88.535,59.189189189189186,Low
21002,ROSE DU SUD DRAWSTRING BAG,125,428.66,107.165,35.04,Normal
21003,ROSE DU SUD CUSHION COVER,78,460.58,115.145,56.15384615384615,Low
21009,ETCHED GLASS STAR TREE DECORATION,1,1.25,0.3125,4380.0,Low
21009,,1,0.0,0.0,4380.0,Low
21011,GLITTER SNOW PEAR TREE DECORATION,20,29.0,7.25,219.0,Low
21011,,-20,0.0,0.0,-219.0,Normal
21012,ANTIQUE ALL GLASS CANDLESTICK,1168,2611.95,652.9875,3.75,Normal
21014,check,-90,0.0,0.0,-48.666666666666664,Normal
21014,SWISS CHALET TREE DECORATION ,1385,598.82,149.705,3.1624548736462095,Normal
21015,DARK BIRD HOUSE TREE DECORATION,1481,588.97,147.2425,2.9574611748818365,Normal
21018,BIRD BOX CHRISTMAS TREE DECORATION,24,22.06,5.515,182.5,Low
21018,damaged,-63,0.0,0.0,-69.52380952380952,Normal
21025,SPACE FROG,174,233.52,58.38,25.17241379310345,Normal
21026,SPACE OWL,258,319.5,79.875,16.976744186046513,Normal
21027,NINJA RABBIT PINK,169,190.29,47.5725,25.91715976331361,Normal
21027,,-16,0.0,0.0,-273.75,Normal
21028,NINJA RABBIT BLACK,187,239.24,59.81,23.422459893048128,Normal
21030,SPACE CADET RED,141,172.2,43.05,31.06382978723404,Normal
21031,SPACE CADET BLACK,53,65.49,16.3725,82.64150943396226,Low
21032,SPACE CADET WHITE,98,119.03,29.7575,44.693877551020414,Normal
21033,JUMBO BAG CHARLIE AND LOLA TOYS,1932,4852.02,1213.005,2.267080745341615,Normal
21033,taig adjust no stock,-24,0.0,0.0,-182.5,Normal
21033,,-393,0.0,0.0,-11.145038167938932,Normal
21034,REX CASH+CARRY JUMBO SHOPPER,1918,1822.1,455.525,2.2836287799791446,Normal
21035,SET/2 RED RETROSPOT TEA TOWELS ,2403,7999.85,1999.9625,1.822721598002497,Normal
21038,SET/4 MODERN VINTAGE COTTON NAPKINS,75,80.85,20.2125,58.4,Low
21038,,-6,0.0,0.0,-730.0,Normal
21039,RED RETROSPOT SHOPPING BAG,511,1323.09,330.7725,8.571428571428571,Normal
21040,MODERN VINTAGE COTTON SHOPPING BAG,22,29.7,7.425,199.0909090909091,Low
21040,,-25,0.0,0.0,-175.2,Normal
21041,RED RETROSPOT OVEN GLOVE DOUBLE,918,3900.78,975.195,4.771241830065359,Normal
21042,RED RETROSPOT APRON ,329,2171.07,542.7675,13.313069908814589,Normal
21043,APRON MODERN VINTAGE COTTON,494,1143.76,285.94,8.866396761133604,Normal
21043,,-50,0.0,0.0,-87.6,Normal
21051,found,240,0.0,0.0,18.25,Normal
21051,RIBBONS PURSE ,192,377.2,94.3,22.8125,Normal
21051,,-27,0.0,0.0,-162.22222222222223,Normal
21054,NURSE'S BAG SOFT TOY,70,634.53,158.6325,62.57142857142858,Low
21054,,-29,0.0,0.0,-151.0344827586207,Normal
21055,TOOL BOX SOFT TOY ,174,1728.84,432.21,25.17241379310345,Normal
21056,DOCTOR'S BAG SOFT TOY,182,1747.5,436.875,24.065934065934066,Normal
21058,PARTY INVITES WOODLAND,1145,958.01,239.5025,3.82532751091703,Normal
21059,PARTY INVITES DINOSAURS,599,518.03,129.5075,7.312186978297162,Normal
21060,PARTY INVITES BALLOON GIRL,405,359.29,89.8225,10.814814814814815,Normal
21061,PARTY INVITES FOOTBALL,488,451.7,112.925,8.975409836065575,Normal
21062,PARTY INVITES SPACEMAN,539,458.23,114.5575,8.126159554730984,Normal
21063,PARTY INVITES JAZZ HEARTS,528,458.31,114.5775,8.295454545454545,Normal
21064,BOOM BOX SPEAKER BOYS,301,1301.55,325.3875,14.551495016611296,Normal
21065,BOOM BOX SPEAKER GIRLS,564,1172.48,293.12,7.76595744680851,Normal
21066,VINTAGE RED MUG,691,679.72,169.93,6.338639652677279,Normal
21067,VINTAGE RED TEATIME MUG,292,477.27,119.3175,15.0,Normal
21067,,-34,0.0,0.0,-128.8235294117647,Normal
21068,VINTAGE BILLBOARD LOVE/HATE MUG,1596,1844.67,461.1675,2.744360902255639,Normal
21069,VINTAGE BILLBOARD TEA MUG,1249,1508.71,377.1775,3.5068054443554844,Normal
21069,,6,0.0,0.0,730.0,Low
21070,VINTAGE BILLBOARD MUG ,1107,1186.23,296.5575,3.956639566395664,Normal
21071,check,-82,0.0,0.0,-53.41463414634146,Normal
21071,VINTAGE BILLBOARD DRINK ME MUG,989,1378.92,344.73,4.428715874620829,Normal
21071,,1,0.0,0.0,4380.0,Low
21078,SET/20 STRAWBERRY PAPER NAPKINS ,2780,2540.39,635.0975,1.5755395683453237,Normal
21078,,-207,0.0,0.0,-21.159420289855074,Normal
21080,SET/20 RED RETROSPOT PAPER NAPKINS ,13195,11304.91,2826.2275,0.3319439181508147,Normal
21082,found,3,0.0,0.0,1460.0,Low
21082,SET/20 FRUIT SALAD PAPER NAPKINS ,88,143.44,35.86,49.77272727272727,Normal
21084,SET/6 COLLAGE PAPER CUPS,2586,768.58,192.145,1.6937354988399071,Normal
21086,SET/6 RED SPOTTY PAPER CUPS,7137,4861.9,1215.475,0.6137032366540563,Normal
21087,SET/6 POSIES PAPER CUPS,141,74.57,18.6425,31.06382978723404,Normal
21087,,-13,0.0,0.0,-336.92307692307696,Normal
21088,SET/6 FRUIT SALAD PAPER CUPS,1666,426.0,106.5,2.629051620648259,Normal
21089,damaged,-7,0.0,0.0,-625.7142857142857,Normal
21089,SET/6 GREEN SPRING PAPER CUPS,233,48.99,12.2475,18.798283261802574,Normal
21090,SET/6 COLLAGE PAPER PLATES,2385,1264.19,316.0475,1.8364779874213837,Normal
21090,WET/MOULDY,-192,0.0,0.0,-22.8125,Normal
21094,SET/6 RED SPOTTY PAPER PLATES,8758,6933.26,1733.315,0.500114181319936,Normal
21095,SET/6 POSIES PAPER PLATES,125,118.73,29.6825,35.04,Normal
21095,,55,0.0,0.0,79.63636363636364,Low
21096,SET/6 FRUIT SALAD  PAPER PLATES,1259,581.09,145.2725,3.478951548848292,Normal
21098,CHRISTMAS TOILET ROLL,3692,5051.85,1262.9625,1.1863488624052003,Normal
21098,damages?,-231,0.0,0.0,-18.961038961038962,Normal
21098,had been put aside,108,0.0,0.0,40.55555555555556,Normal
21098,,-110,0.0,0.0,-39.81818181818182,Normal
21100,CHARLIE AND LOLA CHARLOTTE BAG,65,162.21,40.5525,67.38461538461539,Low
21100,Damaged,-6,0.0,0.0,-730.0,Normal
21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,237,702.51,175.6275,18.481012658227847,Normal
21107,CREAM SLICE FLANNEL PINK SPOT ,904,2501.56,625.39,4.845132743362832,Normal
21108,FAIRY CAKE FLANNEL ASSORTED COLOUR,7103,11477.86,2869.465,0.6166408559763481,Normal
21109,LARGE CAKE TOWEL CHOCOLATE SPOTS,926,2663.62,665.905,4.730021598272138,Normal
21109,"LARGE CAKE TOWEL, CHOCOLATE SPOTS",11,101.53,25.3825,398.1818181818182,Low
21109,wet,-48,0.0,0.0,-91.25,Normal
21110,LARGE CAKE TOWEL PINK SPOTS,1104,3808.95,952.2375,3.967391304347826,Normal
21110,,-151,0.0,0.0,-29.00662251655629,Normal
21111,"SWISS ROLL TOWEL, CHOCOLATE  SPOTS",901,1652.27,413.0675,4.86126526082131,Normal
21112,SWISS ROLL TOWEL PINK  SPOTS,706,1913.69,478.4225,6.203966005665722,Normal
21112,"SWISS ROLL TOWEL, PINK  SPOTS",653,971.44,242.86,6.707503828483921,Normal
21114,LAVENDER SCENTED FABRIC HEART,1356,1796.83,449.2075,3.230088495575221,Normal
21115,ROSE CARAVAN DOORSTOP,566,3174.84,793.71,7.7385159010600715,Normal
21116,OWL DOORSTOP,707,4051.79,1012.9475,6.1951909476661955,Normal
21116,,-33,0.0,0.0,-132.72727272727272,Normal
21117,BLOND DOLL DOORSTOP,115,149.25,37.3125,38.086956521739125,Normal
21120,*Boombox Ipod Classic,1,16.98,4.245,4380.0,Low
21120,,-6,0.0,0.0,-730.0,Normal
21121,SET/10 RED POLKADOT PARTY CANDLES,6538,7913.85,1978.4625,0.6699296420923829,Normal
21122,SET/10 PINK POLKADOT PARTY CANDLES,5282,6434.79,1608.6975,0.8292313517606966,Normal
21123,SET/10 IVORY POLKADOT PARTY CANDLES,1121,1353.34,338.335,3.9072256913470116,Normal
21124,SET/10 BLUE POLKADOT PARTY CANDLES,3966,4806.8,1201.7,1.1043872919818456,Normal
21125,SET 6 FOOTBALL CELEBRATION CANDLES,658,832.23,208.0575,6.656534954407294,Normal
21126,SET OF 6 GIRLS CELEBRATION CANDLES,593,750.2,187.55,7.386172006745363,Normal
21128,GOLD FISHING GNOME,68,546.6,136.65,64.41176470588235,Low
21129,SILVER FISHING GNOME ,50,405.62,101.405,87.6,Low
21131,GOLD STANDING GNOME,106,398.02,99.505,41.32075471698113,Normal
21132,SILVER STANDING GNOME   ,44,217.36,54.34,99.54545454545455,Low
21134,,1,0.0,0.0,4380.0,Low
21135,sold as set on dotcom,-304,0.0,0.0,-14.407894736842106,Normal
21135,VICTORIAN  METAL POSTCARD SPRING,2574,3078.97,769.7425,1.7016317016317015,Normal
21135,wet rusty,-1152,0.0,0.0,-3.8020833333333335,Normal
21136,PAINTED METAL PEARS ASSORTED,4700,7815.11,1953.7775,0.9319148936170212,Normal
21136,sold as set on dotcom,-272,0.0,0.0,-16.102941176470587,Normal
21137,BLACK RECORD COVER FRAME,11641,40596.96,10149.24,0.3762563353663774,Normal
21137,,-25,0.0,0.0,-175.2,Normal
21143,ANTIQUE GLASS HEART DECORATION ,326,705.28,176.32,13.43558282208589,Normal
21143,,-17,0.0,0.0,-257.6470588235294,Normal
21144,PINK POODLE HANGING DECORATION ,-7,12.24,3.06,-625.7142857142857,Normal
21144,,-63,0.0,0.0,-69.52380952380952,Normal
21145,ANTIQUE GLASS PLACE SETTING,122,152.5,38.125,35.9016393442623,Normal
21145,,43,0.0,0.0,101.86046511627906,Low
21147,?,-95,0.0,0.0,-46.10526315789473,Normal
21147,found,72,0.0,0.0,60.833333333333336,Low
21147,JINGLE BELLS TREE DECORATION,203,415.77,103.9425,21.576354679802954,Normal
21147,,-5,0.0,0.0,-876.0,Normal
21154,RED RETROSPOT OVEN GLOVE ,3823,6094.76,1523.69,1.145697096521057,Normal
21155,RED RETROSPOT PEG BAG,2919,8790.8,2197.7,1.500513874614594,Normal
21156,RETROSPOT CHILDRENS APRON,3132,6017.0,1504.25,1.3984674329501916,Normal
21157,RED RETROSPOT WASHBAG,79,227.6,56.9,55.44303797468355,Low
21158,MOODY GIRL DOOR HANGER ,1450,774.46,193.615,3.020689655172414,Normal
21159,damaged,-40,0.0,0.0,-109.5,Normal
21159,MOODY BOY  DOOR HANGER ,1127,602.18,150.545,3.8864241348713398,Normal
21160,KEEP OUT GIRLS DOOR HANGER ,1,3.36,0.84,4380.0,Low
21160,,-7,0.0,0.0,-625.7142857142857,Normal
21161,KEEP OUT BOYS DOOR HANGER ,144,231.37,57.8425,30.416666666666668,Normal
21161,,-168,0.0,0.0,-26.071428571428573,Normal
21162,TOXIC AREA  DOOR HANGER ,1465,794.15,198.5375,2.9897610921501707,Normal
21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1200,683.37,170.8425,3.65,Normal
21163,,-70,0.0,0.0,-62.57142857142858,Normal
21164,HOME SWEET HOME METAL SIGN ,1762,5144.18,1286.045,2.485811577752554,Normal
21165,BEWARE OF THE CAT METAL SIGN ,4144,6918.8,1729.7,1.0569498069498071,Normal
21165,check,-28,0.0,0.0,-156.42857142857142,Normal
21165,,-46,0.0,0.0,-95.21739130434783,Normal
21166,?,-124,0.0,0.0,-35.32258064516129,Normal
21166,COOK WITH WINE METAL SIGN ,10277,20796.54,5199.135,0.4261944147124647,Normal
21167,WHITE SAGE INCENSE,1382,326.64,81.66,3.1693198263386395,Normal
21169,YOU'RE CONFUSING ME METAL SIGN ,4406,7291.14,1822.785,0.994098955969133,Normal
21169,,-70,0.0,0.0,-62.57142857142858,Normal
21171,BATHROOM METAL SIGN ,438,613.14,153.285,10.0,Normal
21171,,-30,0.0,0.0,-146.0,Normal
21172,PARTY METAL SIGN ,3478,5327.03,1331.7575,1.2593444508338125,Normal
21172,,-90,0.0,0.0,-48.666666666666664,Normal
21174,found,71,0.0,0.0,61.69014084507042,Low
21174,POTTERING IN THE SHED METAL SIGN,4179,9413.82,2353.455,1.0480976310122039,Normal
21174,,-75,0.0,0.0,-58.4,Normal
21175,GIN + TONIC DIET METAL SIGN,9697,22061.24,5515.31,0.45168608848097347,Normal
21175,GIN AND TONIC DIET METAL SIGN,498,1237.5,309.375,8.795180722891565,Normal
21175,,-18,0.0,0.0,-243.33333333333334,Normal
21179,damaged,-14,0.0,0.0,-312.85714285714283,Normal
21179,NO JUNK MAIL METAL SIGN,1930,1310.75,327.6875,2.2694300518134716,Normal
21179,,-60,0.0,0.0,-73.0,Normal
21181,adjustment,190,0.0,0.0,23.052631578947366,Normal
21181,check,-54,0.0,0.0,-81.11111111111111,Normal
21181,dotcom,20,0.0,0.0,219.0,Low
21181,on cargo order,192,0.0,0.0,22.8125,Normal
21181,PLEASE ONE PERSON METAL SIGN,12218,25120.88,6280.22,0.3584874774922246,Normal
21181,,10,0.0,0.0,438.0,Low
21186,WHITE DOVE HONEYCOMB PAPER GARLAND,2,6.72,1.68,2190.0,Low
21186,,2,0.0,0.0,2190.0,Low
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,371,651.75,162.9375,11.805929919137466,Normal
21187,,-97,0.0,0.0,-45.15463917525773,Normal
21188,3D HEARTS  HONEYCOMB PAPER GARLAND,326,1021.9,255.475,13.43558282208589,Normal
21189,WHITE HONEYCOMB PAPER GARLAND ,355,888.67,222.1675,12.338028169014086,Normal
21190,PINK HEARTS PAPER GARLAND,118,172.7,43.175,37.11864406779661,Normal
21190,,-32,0.0,0.0,-136.875,Normal
21191,LARGE WHITE HONEYCOMB PAPER BELL  ,562,1451.82,362.955,7.793594306049822,Normal
21192,check,-164,0.0,0.0,-26.70731707317073,Normal
21192,WHITE BELL HONEYCOMB PAPER ,1093,1924.94,481.235,4.007319304666057,Normal
21192,wrongly marked,48,0.0,0.0,91.25,Low
21194,PINK  HONEYCOMB PAPER FAN,489,551.57,137.8925,8.957055214723926,Normal
21195,PINK  HONEYCOMB PAPER BALL ,693,1308.56,327.14,6.32034632034632,Normal
21195,,-31,0.0,0.0,-141.29032258064515,Normal
21196,ROUND WHITE CONFETTI IN TUBE,108,189.68,47.42,40.55555555555556,Normal
21197,MULTICOLOUR  CONFETTI IN TUBE,263,348.31,87.0775,16.65399239543726,Normal
21198,WHITE HEART CONFETTI IN TUBE,957,948.71,237.1775,4.576802507836991,Normal
21199,PINK  HEART CONFETTI IN TUBE,918,868.17,217.0425,4.771241830065359,Normal
21200,MULTICOLOUR HONEYCOMB PAPER GARLAND,1119,1531.14,382.785,3.9142091152815013,Normal
21201,???,-390,0.0,0.0,-11.23076923076923,Normal
21201,TROPICAL  HONEYCOMB PAPER GARLAND ,1239,2985.27,746.3175,3.5351089588377724,Normal
21202,DOLLY HONEYCOMB GARLAND,475,487.11,121.7775,9.221052631578948,Normal
21204,DAISIES  HONEYCOMB GARLAND ,499,868.44,217.11,8.77755511022044,Normal
21205,MULTICOLOUR 3D BALLS GARLAND,233,626.19,156.5475,18.798283261802574,Normal
21206,STRAWBERRY HONEYCOMB  GARLAND ,1288,1607.62,401.905,3.4006211180124226,Normal
21207,SKULL AND CROSSBONES  GARLAND ,1068,1686.5,421.625,4.101123595505618,Normal
21208,PASTEL COLOUR HONEYCOMB FAN,904,681.78,170.445,4.845132743362832,Normal
21209,MULTICOLOUR HONEYCOMB FAN,1205,877.91,219.4775,3.6348547717842323,Normal
21210,SET OF 72 RETROSPOT PAPER  DOILIES,5679,8200.54,2050.135,0.7712625462229266,Normal
21210,,-177,0.0,0.0,-24.74576271186441,Normal
21211,SET OF 72 SKULL PAPER  DOILIES,884,1271.52,317.88,4.954751131221719,Normal
21212,PACK OF 72 RETROSPOT CAKE CASES,36039,21059.72,5264.93,0.1215350037459419,Normal
21213,PACK OF 72 SKULL CAKE CASES,15128,8392.04,2098.01,0.28952934955050236,Normal
21215,IVORY PAPER CUP CAKE CASES ,1089,745.45,186.3625,4.022038567493113,Normal
21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",2117,11329.06,2832.265,2.0689655172413794,Normal
21217,RED RETROSPOT ROUND CAKE TINS,1080,11442.84,2860.71,4.055555555555555,Normal
21218,RED SPOTTY BISCUIT TIN,2384,9951.24,2487.81,1.837248322147651,Normal
21219,SET/4 BADGES BALLOON GIRL,448,561.84,140.46,9.776785714285714,Normal
21220,SET/4 BADGES DOGS,348,457.51,114.3775,12.586206896551724,Normal
21221,SET/4 BADGES CUTE CREATURES,261,340.22,85.055,16.7816091954023,Normal
21222,SET/4 BADGES BEETLES,269,353.19,88.2975,16.28252788104089,Normal
21224,SET/4 SKULL BADGES,902,1065.0,266.25,4.855875831485587,Normal
21226,POCKET MIRROR WOODLAND,94,81.8,20.45,46.59574468085106,Normal
